F1,Acc,Recall,loss
0.7368421052132963,0.7777777777777778,0.7,3.7212862968444824
0.734513274286801,0.8177339901477833,0.6666666666666666,5.966242790222168
0.7208271786804413,0.8215488215488216,0.6421052631578947,5.483321189880371
0.7129135538462724,0.8206388206388207,0.630188679245283,6.9611124992370605
0.7105719236943682,0.8183632734530938,0.6278713629402757,5.341760158538818
0.7010909090418338,0.8114478114478114,0.617157490396927,5.41068172454834
0.707964601720861,0.8211143695014663,0.6222222222222222,4.764355182647705
0.7081712061766388,0.8219354838709677,0.6220703125,4.073794364929199
0.7069905800202861,0.8148571428571428,0.6243432574430823,3.8446459770202637
0.7086267605142289,0.8147773279352226,0.6269470404984424,3.233464479446411
0.713314674081111,0.8138686131386861,0.6348754448398577,2.6600048542022705
0.7133431084551393,0.8121869782971619,0.6359477124183006,2.3637707233428955
0.7098092642559206,0.8083785880527541,0.6326654523375835,2.9172844886779785
0.7134760704796604,0.8087080656673804,0.6383098591549295,2.067556142807007
0.7190812720354719,0.8129161118508655,0.6446673706441394,1.3300358057022095
0.720755765441041,0.811639549436796,0.6481759120439781,1.0556329488754272
0.7172774868616343,0.8087367178276269,0.6444026340545626,1.6454395055770874
0.7145350286218147,0.8073239436619718,0.6408765652951699,1.2826480865478516
0.7153628651721721,0.8100320170757738,0.640506329113924,1.521316409111023
0.7132680320077075,0.8103186646433991,0.6369781312127236,1.2934348583221436
0.7132540356346649,0.8107194591984549,0.6367083807356845,0.8275417685508728
0.7128632391297597,0.8109107720758206,0.6359680928208847,1.0102155208587646
0.7105672105179548,0.8092920353982301,0.6333102493074793,0.7847408056259155
0.7102526002479191,0.8087986463620981,0.633112582781457,0.7345141768455505
0.7082588487172744,0.8062678062678063,0.6314950589735416,0.7149703502655029
0.7097326935765029,0.8074074074074075,0.6331397126261082,0.5935614109039307
0.7096880672885724,0.8070570570570571,0.6332842415316642,0.5957193374633789
0.7086839180329384,0.8040345821325648,0.6335509508941243,0.58200603723526
0.7100138015148582,0.8038194444444444,0.6358143367206811,0.2969760596752167
0.711515513077141,0.803030303030303,0.6387252276379218,0.2800762355327606
0.712856935738423,0.8028077048645119,0.6410323253388946,0.3103862702846527
0.7131412508290501,0.8028481012658227,0.6414664981036663,0.39167478680610657
0.7146753954770607,0.8026960784313726,0.6440511307767945,0.3307839035987854
0.7161111842477818,0.8031914893617021,0.6460660803422866,0.43653205037117004
0.7191097466888489,0.8036020583190394,0.6506944444444445,0.2609897553920746
0.7218567704606524,0.8053170866795901,0.6540710751237067,0.2611466944217682
0.725030229696581,0.8065644336830777,0.6584669448715132,0.1779961884021759
0.7297807120466848,0.8091503267973856,0.6645909383723427,0.1015520915389061
0.7324426172851627,0.8100530436979035,0.6684035014589412,0.24994823336601257
0.7363877821549392,0.8110677718186251,0.6743007701661937,0.22660686075687408
0.7389014295967573,0.8121455576559546,0.677775586669296,0.18781030178070068
0.7412514362817364,0.8128293241695304,0.6812596006144394,0.15382210910320282
0.746323156457109,0.815923708139277,0.6876635514018692,0.08255184441804886
0.7515558628368428,0.8198275862068966,0.6937807769469269,0.04430272430181503
0.7551553876935772,0.821917808219178,0.6984240687679083,0.06418461352586746
0.7594504973449095,0.8243521184697655,0.7040224837519761,0.08230392634868622
0.7628407194014308,0.825772782015255,0.7088215024121296,0.07737096399068832
0.7674146165133021,0.8279214466264826,0.7151494793416191,0.14403603971004486
0.7708296635049439,0.8294162244124337,0.7199736755511682,0.1249358132481575
0.7742437337445346,0.8317548746518106,0.7241713823767179,0.043273162096738815
0.7773169699036754,0.833393829401089,0.7283108643933386,0.055015869438648224
0.7812861629523633,0.8360162745444897,0.7332816136539954,0.047422703355550766
0.7838649459773112,0.8372052704576977,0.7369143903555624,0.09415068477392197
0.7860220200555041,0.8377551020408164,0.7403065825067628,0.15451927483081818
0.7887301835948234,0.8395989974937343,0.7436732277638005,0.04147946834564209
0.7906582395062094,0.8402686762778506,0.7465793304221252,0.07496675103902817
0.7927941623095465,0.8414004517586318,0.7494969818913481,0.0902741402387619
0.7959776535814439,0.8435427849700031,0.7534903398674376,0.0870414525270462
0.7986803518563119,0.8455448618441478,0.7567379827729925,0.04113933816552162
0.8014674147106133,0.8474292668086401,0.7602347161572053,0.06551151722669601
0.8028958761656285,0.847976011994003,0.7623668958080604,0.0965576320886612
0.8048202841518619,0.8488098736409051,0.7651655629139072,0.08869273215532303
0.8073055612060269,0.8501656821783604,0.7685595207085179,0.09783102571964264
0.8092516640394115,0.8513226764747489,0.7711430035879037,0.08167250454425812
0.8108538445729545,0.8524201422792579,0.7731528340080972,0.07810913026332855
0.8128216821443925,0.8533515731874145,0.7759671600945391,0.1436084359884262
0.8143443674122584,0.8540096878363832,0.7782000980872977,0.11491146683692932
0.8159807825533032,0.8550609432962374,0.7803167694353766,0.06460612267255783
0.8178651405323353,0.8563240849290087,0.7827122276461483,0.06382069736719131
0.8197905822781846,0.8575454778375609,0.7852199413489737,0.07853630185127258
0.8217110426355979,0.8590002524614996,0.787524592061104,0.04885200783610344
0.823052625255532,0.8596862549800797,0.7894135132045272,0.07104352116584778
0.8245994952848683,0.8606075453209211,0.7914836093274755,0.09263905882835388
0.8260013891605503,0.8615068823955566,0.7933066488770292,0.08066534996032715
0.8274915660773626,0.8625581118130886,0.7951648351648352,0.03125958889722824
0.828998589512844,0.8634387119520508,0.7972005208333334,0.06959598511457443
0.8306496390394712,0.8644400785854617,0.7994015175804211,0.05758346617221832
0.8322824715768082,0.8656478102189781,0.8013937282229965,0.0520661436021328
